id,name,kind,domain,file,entry_point,predicts,inputs_tables,inputs_features,upstream_models,technique,evaluation_harness,tests,measured_results,known_failures,improvement_options,status,point_in_time_safe,reads_closing_market,last_verified
market_regression,Market regression,component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:1037,"margin (fitted b0+b1*(-spread)); total (verbatim market total, no adjustment)",in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,"c.spread, c.total, optional c.reg {b0,b1}",none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,ols,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"raw p=0.5435 (one-at-a-time residual diagnostic), Holm-corrected to 1.0, family_size=32 pass_count=0 (docs/evidence/2026-09-16/residual-gate-holm-correction.txt)",none found,unknown (not found),live,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",yes,2026-09-16
market_correction_research,Market-correction research head (Python),component,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:1045,margin (precomputed out-of-fold ridge correction to the closing line),in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features,"c.marketCorrectionMargin via nfl-market-correction-lookup.js, sourced from research/betting/nfl/market_correction.py",none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit,ridge,fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900),unknown (not found),"MAE 9.913 vs market 9.779 (2021-2026, 1,440 games walk-forward); 16.2% weight in joint margin fit, 0% residual weight (docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))","Underlying Python head's features are ['football_prediction','market_spread','market_movement'] — contaminated for opener-CLV-style honest tests (docs/betting-model/plans/LATEST-PLAN.md — PREREGISTERED — the opener-CLV measurement).",unknown (not found),challenger,"partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component",yes,2026-09-16
joint_component_weights,Joint component weights (raw blend),combiner,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:1744,"convex blend weights (>=0, sum to 1) over eligible components' raw margin/total forecasts","rows of prior fit records (per game/component), UNK exact table","per-component margin/total predictions (key/actualKey), week_key for chronological lambda selection",all 35 MODELS entries in nfl-ensemble.js,ridge,chooseRawBlendLambda() chronological split inside jointComponentWeights itself,unknown (not found),unmeasured (no headline number found specific to this function; distinct from jointResidualFit),none found,unknown (not found),live,yes — lambda chosen via chronological (week_key-ordered) split,n/a,2026-09-16
joint_residual_fit,Joint residual fit (market_residual served path),combiner,spread,server/services/nfl-ensemble.js,server/services/nfl-ensemble.js:1822,"regression coefficients on each component's (margin_i - market_margin) departure, jointly, to predict (actual_margin - market_margin)","rows with margins{}, market_margin, actual_margin, week_key",every eligible component's departure from market_margin,all 35 MODELS entries in nfl-ensemble.js,ridge,internal fit-block/score-block chronological split (completeWeekSplit) + dieboldMariano vs market baseline,unknown (not found),"rmse_gain=-0.008 (worse than market), dm_p=0.9415 (~0.94), n=749 out-of-fold (docs/betting-model/plans/LATEST-PLAN.md — FINAL ORDER (September 16, 2026), item 1)","Gate not cleared — served market_residual line remains marketMargin verbatim (docs/betting-model/plans/LATEST-PLAN.md — FINAL ORDER (September 16, 2026), item 1).",unknown (not found),live,"yes — coefficients fit on earlier block only, scored out-of-fold on later block (completeWeekSplit)",yes (fits against market_margin departure),2026-09-16
rulebook,Football rulebook,expert,spread,server/services/nfl-expert-council.js,server/services/nfl-expert-council.js:538,market_residual (median of simple rating-system margins vs market),game_lines,"median/sd of melo, point_diff, pythagorean, recent_form, rest_travel model margins minus marketMargin",nfl-ensemble.js (ensembleLine),heuristic,"nfl-expert-council.js weekly audit (per-expert score fields, e.g. market_residual/score_distribution/brier_and_calibration)",unknown (not found),unmeasured,"Not gradable on 2021-2025: nfl_expert_forward_predictions has 3,633 rows, all season 2026 — a forward-capture system with no historical record. (docs/betting-model/plans/LATEST-PLAN.md — PREREGISTERED — the opener-CLV measurement)",unknown (not found),live,unknown (not found),yes,2026-09-16
player_builder,Player-built team,expert,spread,server/services/nfl-expert-council.js,server/services/nfl-expert-council.js:540,market_residual (structural roster/depth margin + availability/injury-carryover residual),"nfl_snaps, nfl_depth, players, nfl_external_player_grades, game_lines","roster_score/starter_score/depth_score/fragility diffs, shadow_margin_adjustment, incremental_margin_adjustment","nfl-roster-strength.js, nfl-team-card.js, nfl-player-value.js, nfl-postgame-truth.js",heuristic,"nfl-expert-council.js weekly audit (per-expert score fields, e.g. market_residual/score_distribution/brier_and_calibration)",unknown (not found),unmeasured,One of two experts graded directly (drive sim / lineup model); council as a whole not gradable pre-2026. (docs/betting-model/plans/LATEST-PLAN.md — PREREGISTERED — the opener-CLV measurement),unknown (not found),live,unknown (not found),yes,2026-09-16
game_replay,Game replay simulator,expert,spread,server/services/nfl-drive-sim.js,server/services/nfl-drive-sim.js:796 (simulateMatchup); invoked nfl-expert-council.js:503,score_distribution (joint home/away score -> margin & total),game_lines (spread/total/neutral_site); team play-by-play profiles,"market spread/total, targetMargin/targetTotal, home-field points, blended offense/defense profiles",nfl-drive-sim.js simulateMatchup (the drive-sim engine itself),simulation,"nfl-expert-council.js weekly audit (per-expert score fields, e.g. market_residual/score_distribution/brier_and_calibration)",unknown (not found),unmeasured,Graded directly per PREREGISTERED table (honest vs opener: yes). Still not gradable on 2021-2025 as part of the wider council (forward-capture only). (docs/betting-model/plans/LATEST-PLAN.md — PREREGISTERED — the opener-CLV measurement),unknown (not found),live,unknown (not found),yes,2026-09-16
similar_games,Similar-game finder,expert,spread,server/services/nfl-expert-council.js,server/services/nfl-expert-council.js:95 (analogPrediction),"market_residual (k-NN analog weighting, empirical-Bayes shrunk)","game_lines, nfl_team_week_features, nfl_game_weather",28 EPA/efficiency differentials + spread/total/temp/wind/dome/div/rest,nfl-gbm.js (buildGbmDataset),bayes_eb,"nfl-expert-council.js weekly audit (per-expert score fields, e.g. market_residual/score_distribution/brier_and_calibration)",unknown (not found),unmeasured,"Not gradable on 2021-2025: nfl_expert_forward_predictions has 3,633 rows, all season 2026 — a forward-capture system with no historical record. (docs/betting-model/plans/LATEST-PLAN.md — PREREGISTERED — the opener-CLV measurement)",unknown (not found),live,unknown (not found),yes,2026-09-16
boosted_tree,Boosted decision trees,expert,spread,server/services/nfl-expert-council.js,"server/services/nfl-expert-council.js:79 (treePrediction); fit/predict in nfl-gbm.js:86,114",market_residual (actual margin minus market-implied margin),"game_lines, nfl_team_week_features, nfl_game_weather",same 28 EPA/efficiency differentials + spread/total/temp/wind/dome/div/rest,"nfl-gbm.js (fitGbm, predictGbm, buildGbmDataset)",gbm,"nfl-expert-council.js weekly audit (per-expert score fields, e.g. market_residual/score_distribution/brier_and_calibration)",unknown (not found),unmeasured,"Not gradable on 2021-2025: nfl_expert_forward_predictions has 3,633 rows, all season 2026 — a forward-capture system with no historical record. (docs/betting-model/plans/LATEST-PLAN.md — PREREGISTERED — the opener-CLV measurement)",unknown (not found),live,unknown (not found),yes,2026-09-16
deep_residual,Online neural residual,expert,spread,server/services/nfl-expert-council.js,server/services/nfl-expert-council.js:282 (auditedNeuralFor),"market_residual, walk-forward retrained weekly on immutable prior examples","nfl_weekly_expert_examples, game_lines",spreadFeatureVector output incl. market_margin_scaled,"nfl-online-neural.js (createNetwork, trainBatch, predictNetwork, spreadFeatureVector)",neural,"nfl-expert-council.js weekly audit (per-expert score fields, e.g. market_residual/score_distribution/brier_and_calibration)",unknown (not found),unmeasured,"Not gradable on 2021-2025: nfl_expert_forward_predictions has 3,633 rows, all season 2026 — a forward-capture system with no historical record. (docs/betting-model/plans/LATEST-PLAN.md — PREREGISTERED — the opener-CLV measurement)",unknown (not found),live,unknown (not found),yes,2026-09-16
specialist_team,Specialist team,expert,spread,server/services/nfl-expert-council.js,server/services/nfl-expert-council.js:569,market_residual (primary: orthogonal family ensemble; fallback: legacy family-median council),"frozen team cards, nfl_orthogonal_specialist_artifacts; legacy ensemble model families",per-family ridge vectors from team cards; legacy per-family median(model.margin - marketMargin),"nfl-orthogonal-specialists.js, nfl-team-card.js, nfl-ensemble.js (family council fallback)",ridge,"nfl-expert-council.js weekly audit (per-expert score fields, e.g. market_residual/score_distribution/brier_and_calibration)",unknown (not found),unmeasured,"Not gradable on 2021-2025: nfl_expert_forward_predictions has 3,633 rows, all season 2026 — a forward-capture system with no historical record. (docs/betting-model/plans/LATEST-PLAN.md — PREREGISTERED — the opener-CLV measurement)",unknown (not found),live,unknown (not found),yes,2026-09-16
line_movement,Line-movement reader,expert,spread,server/services/nfl-expert-council.js,server/services/nfl-expert-council.js:208 (movementFor),market_residual from ridge-shrunk open-to-decision spread movement fit,game_lines,"open_spread, spread, home_margin_move, training_rows",none (self-contained inline fit),ridge,"nfl-expert-council.js weekly audit (per-expert score fields, e.g. market_residual/score_distribution/brier_and_calibration)",unknown (not found),unmeasured,"Not gradable on 2021-2025: nfl_expert_forward_predictions has 3,633 rows, all season 2026 — a forward-capture system with no historical record. (docs/betting-model/plans/LATEST-PLAN.md — PREREGISTERED — the opener-CLV measurement)",unknown (not found),live,unknown (not found),yes,2026-09-16
news_reaction,Verified-news reaction,expert,spread,server/services/nfl-expert-council.js,server/services/nfl-expert-council.js:234 (newsFor),market_residual from verified injury/news burden edge,"news_items, nfl_teams, verified event archive tables","unavailable_burden (home/away), feed_stories count, injury_burden","nfl-news-signal.js (teamNewsSignals), nfl-event-archive.js (teamEventVector)",heuristic,"nfl-expert-council.js weekly audit (per-expert score fields, e.g. market_residual/score_distribution/brier_and_calibration)",unknown (not found),unmeasured,"Not gradable on 2021-2025: nfl_expert_forward_predictions has 3,633 rows, all season 2026 — a forward-capture system with no historical record. (docs/betting-model/plans/LATEST-PLAN.md — PREREGISTERED — the opener-CLV measurement)",unknown (not found),live,unknown (not found),no,2026-09-16
live_updater,Live game updater,expert,live,server/services/nfl-expert-council.js,server/services/nfl-expert-council.js:325 (liveLedgerFor),brier_and_calibration — possession-by-possession win-probability reconstruction,"nfl_live_possession_predictions, nfl_live_possession_settlements","possession_index, sequence, home_probability, brier, home_won, classification",none (reads pre-built live ledger),none,"nfl-expert-council.js weekly audit (per-expert score fields, e.g. market_residual/score_distribution/brier_and_calibration)",unknown (not found),unmeasured,"Not gradable on 2021-2025: nfl_expert_forward_predictions has 3,633 rows, all season 2026 — a forward-capture system with no historical record. (docs/betting-model/plans/LATEST-PLAN.md — PREREGISTERED — the opener-CLV measurement)",unknown (not found),live,unknown (not found),no,2026-09-16
price_shopper,Price shopper,expert,market,server/services/nfl-expert-council.js,server/services/nfl-expert-council.js:339 (shoppingFor),price_and_clv — best/worst book line & price advantage at decision time,"nfl_teams, nfl_line_snapshots","captured_at, book, side, line, price, received_at, book_updated_at",book-feeds.js (isFreshQuote),rule,"nfl-expert-council.js weekly audit (per-expert score fields, e.g. market_residual/score_distribution/brier_and_calibration)",unknown (not found),unmeasured,"Not gradable on 2021-2025: nfl_expert_forward_predictions has 3,633 rows, all season 2026 — a forward-capture system with no historical record. (docs/betting-model/plans/LATEST-PLAN.md — PREREGISTERED — the opener-CLV measurement)",unknown (not found),live,unknown (not found),yes,2026-09-16
player_opportunity,Player opportunity engine,expert,props,server/services/nfl-expert-council.js,server/services/nfl-expert-council.js:395 (opportunityFor); settlement server/services/nfl-expert-council.js:428 (settleOpportunity),"volume_mae — player/team attempts, carries, targets forecast",nfl_player_week_features (settlement truth); player-week engine internal tables,"player-level attempts/carries/targets, top-8 role ranking","player-week-engine.js (buildPlayerWeekEngine, teamWeekEventExpectations)",heuristic,"nfl-expert-council.js weekly audit (per-expert score fields, e.g. market_residual/score_distribution/brier_and_calibration)",unknown (not found),unmeasured,"Not gradable on 2021-2025: nfl_expert_forward_predictions has 3,633 rows, all season 2026 — a forward-capture system with no historical record. (docs/betting-model/plans/LATEST-PLAN.md — PREREGISTERED — the opener-CLV measurement)",unknown (not found),live,unknown (not found),no,2026-09-16
trench_continuity,Line and QB continuity,expert,spread,server/services/nfl-matchup-specialists.js,"server/services/nfl-matchup-specialists.js:227 (matchupOpinion), dispatched nfl-expert-council.js:592-596; differential branch nfl-matchup-specialists.js:154-158",market_residual from OL/QB continuity differential,nfl_snaps,"ol_retention (top-5 line retention, 3 prior week-pairs), qb_change flag",none (self-contained ridge fit),ridge,"nfl-expert-council.js weekly audit (per-expert score fields, e.g. market_residual/score_distribution/brier_and_calibration)",unknown (not found),unmeasured,"Not gradable on 2021-2025: nfl_expert_forward_predictions has 3,633 rows, all season 2026 — a forward-capture system with no historical record. (docs/betting-model/plans/LATEST-PLAN.md — PREREGISTERED — the opener-CLV measurement)",unknown (not found),live,unknown (not found),no,2026-09-16
tendency_matchup,Tendency matchup,expert,spread,server/services/nfl-matchup-specialists.js,"server/services/nfl-matchup-specialists.js:227 (matchupOpinion), dispatched nfl-expert-council.js:592-596; ROLE_FEATURES nfl-matchup-specialists.js:41-43",market_residual from pass-rate/tempo tendency differential,nfl_team_week_features,"off/def_proe, shotgun_rate, no_huddle_rate, early_down_pass_rate, neutral_pass_rate diffs",none,ridge,"nfl-expert-council.js weekly audit (per-expert score fields, e.g. market_residual/score_distribution/brier_and_calibration)",unknown (not found),unmeasured,"Not gradable on 2021-2025: nfl_expert_forward_predictions has 3,633 rows, all season 2026 — a forward-capture system with no historical record. (docs/betting-model/plans/LATEST-PLAN.md — PREREGISTERED — the opener-CLV measurement)",unknown (not found),live,unknown (not found),no,2026-09-16
situational_efficiency,Situational efficiency,expert,spread,server/services/nfl-matchup-specialists.js,"server/services/nfl-matchup-specialists.js:227 (matchupOpinion), dispatched nfl-expert-council.js:592-596; ROLE_FEATURES nfl-matchup-specialists.js:44-46",market_residual from early-down EPA/explosive/red-zone/3rd-down differential,nfl_team_week_features,"early_down_epa, explosive_play_rate, red_zone_td_rate, third_down_rate, series_success_rate diffs",none,ridge,"nfl-expert-council.js weekly audit (per-expert score fields, e.g. market_residual/score_distribution/brier_and_calibration)",unknown (not found),unmeasured,"Not gradable on 2021-2025: nfl_expert_forward_predictions has 3,633 rows, all season 2026 — a forward-capture system with no historical record. (docs/betting-model/plans/LATEST-PLAN.md — PREREGISTERED — the opener-CLV measurement)",unknown (not found),live,unknown (not found),no,2026-09-16
pressure_matchup,Pressure matchup,expert,spread,server/services/nfl-matchup-specialists.js,"server/services/nfl-matchup-specialists.js:227 (matchupOpinion), dispatched nfl-expert-council.js:592-596; ROLE_FEATURES nfl-matchup-specialists.js:47-49",market_residual from pressure/sack/havoc differential,nfl_team_week_features,"pressure_epa_delta, sack_rate, qb_hit_rate, clean_pocket_epa, havoc_rate diffs",none,ridge,"nfl-expert-council.js weekly audit (per-expert score fields, e.g. market_residual/score_distribution/brier_and_calibration)",unknown (not found),unmeasured,"Not gradable on 2021-2025: nfl_expert_forward_predictions has 3,633 rows, all season 2026 — a forward-capture system with no historical record. (docs/betting-model/plans/LATEST-PLAN.md — PREREGISTERED — the opener-CLV measurement)",unknown (not found),live,unknown (not found),no,2026-09-16
qb_state,Quarterback state,expert,spread,server/services/nfl-matchup-specialists.js,"server/services/nfl-matchup-specialists.js:227 (matchupOpinion), dispatched nfl-expert-council.js:592-596; differential branch nfl-matchup-specialists.js:149-153",market_residual from starting-QB quality/continuity differential,nfl-qbr.js source tables,"starter_qbr diff, starter_changed diff, starter_starts (capped 6) diff",nfl-qbr.js (teamQbrProfile),ridge,"nfl-expert-council.js weekly audit (per-expert score fields, e.g. market_residual/score_distribution/brier_and_calibration)",unknown (not found),unmeasured,"Not gradable on 2021-2025: nfl_expert_forward_predictions has 3,633 rows, all season 2026 — a forward-capture system with no historical record. (docs/betting-model/plans/LATEST-PLAN.md — PREREGISTERED — the opener-CLV measurement)",unknown (not found),live,unknown (not found),no,2026-09-16
nfelo_line,nfelo pre-regression line,expert,spread,server/services/nfl-matchup-specialists.js,"server/services/nfl-matchup-specialists.js:227 (matchupOpinion), dispatched nfl-expert-council.js:592-596; differential branch nfl-matchup-specialists.js:137-142",market_residual — ridge-fit gap between closing spread and nfelo's pre-regression line,"game_lines (closing spread), nfl_nfelo_games, nfl_nfelo_lines, nfl_nfelo_qb","spread - nfelo_pre_line, qb_adj_diff",nfelo.js (nfeloFeatures),ridge,"nfl-expert-council.js weekly audit (per-expert score fields, e.g. market_residual/score_distribution/brier_and_calibration)",unknown (not found),unmeasured,"Kept out of the open-to-close study by design (reads the close, nfl-matchup-specialists.js:243-247). (docs/betting-model/plans/LATEST-PLAN.md — PREREGISTERED — the opener-CLV measurement)",unknown (not found),live,unknown (not found),yes,2026-09-16
teamrankings_line,TeamRankings predictive line,expert,spread,server/services/nfl-matchup-specialists.js,"server/services/nfl-matchup-specialists.js:227 (matchupOpinion), dispatched nfl-expert-council.js:592-596; differential branch nfl-matchup-specialists.js:143-148",market_residual — ridge-fit gap between closing spread and TeamRankings' predictive line,"game_lines (closing spread), nfl_external_ratings (source=teamrankings)",teamrankings_diff + spread,nfl-external-ratings.js (externalRatingsFeatures); data populated by nfl-teamrankings-lookup.js,ridge,"nfl-expert-council.js weekly audit (per-expert score fields, e.g. market_residual/score_distribution/brier_and_calibration)",unknown (not found),unmeasured,Same close-reading caveat as nfelo_line (nfl-matchup-specialists.js:243-247). (docs/betting-model/plans/LATEST-PLAN.md — PREREGISTERED — the opener-CLV measurement),unknown (not found),live,unknown (not found),yes,2026-09-16
fourth_down_ep,Fourth down by expected points,policy_module,spread,server/services/nfl-sim-policy.js,server/services/nfl-sim-policy.js:72,4th down go/kick/punt call (EP-scale),in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js),"yard, toGo, ep() surface",invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive,rule,server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness),unknown (not found),"unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)",none found,unknown (not found),live,"yes — pure in-game policy logic, no external data lookup",n/a,2026-09-16
fourth_down_wp,Fourth down by win probability,policy_module,spread,server/services/nfl-sim-policy.js,server/services/nfl-sim-policy.js:108,4th down go/kick/punt call inside final ~7 min (WP-scale override),in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js),"yard, toGo, lead, secondsLeft, spread, isHome",invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive,rule,server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness),unknown (not found),"unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)",none found,unknown (not found),live,"yes — pure in-game policy logic, no external data lookup","partial (reads the `spread` parameter passed into the simulator call, which may be open or close depending on caller)",2026-09-16
two_point,Two-point conversion chart,policy_module,spread,server/services/nfl-sim-policy.js,server/services/nfl-sim-policy.js:152,go-for-2 vs kick-PAT decision,in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js),"leadAfterTd, secondsLeft, TWO_POINT_STATES set",invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive,lookup,server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness),unknown (not found),"unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)",none found,unknown (not found),live,"yes — pure in-game policy logic, no external data lookup",n/a,2026-09-16
onside,Onside kick,policy_module,spread,server/services/nfl-sim-policy.js,server/services/nfl-sim-policy.js:176,onside vs kick-deep decision,in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js),"lead, secondsLeft, timeouts, spread, isHome",invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive,rule,server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness),unknown (not found),"unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)",none found,unknown (not found),live,"yes — pure in-game policy logic, no external data lookup","partial (reads the `spread` parameter passed into the simulator call, which may be open or close depending on caller)",2026-09-16
variance_seeking,Variance seeking when trailing,policy_module,spread,server/services/nfl-sim-policy.js,server/services/nfl-sim-policy.js:223,play-outcome std-dev multiplier when trailing (branch chosen at line 235),in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js),"lead, secondsLeft, spread, isHome",invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive,heuristic,server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness),unknown (not found),"unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","Line 229 `const urgency = clamp(1 - secondsLeft / 3600, 0, 1);` present exactly as LATEST-PLAN's F01-2 describes, unchanged — not fixed, but the plan's second citation (:441) is stale (line 441 is an unrelated closing brace). (docs/betting-model/plans/LATEST-PLAN.md FINAL ORDER item 2 / F01-2)",unknown (not found),live,"yes — pure in-game policy logic, no external data lookup","partial (reads the `spread` parameter passed into the simulator call, which may be open or close depending on caller)",2026-09-16
variance_suppression,Variance suppression when leading,policy_module,spread,server/services/nfl-sim-policy.js,server/services/nfl-sim-policy.js:223,play-outcome std-dev multiplier when leading (branch chosen at line 235),in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js),"lead, secondsLeft, spread, isHome",invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive,heuristic,server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness),unknown (not found),"unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)",Same urgency/3600 note as variance_seeking (shares varianceProfile at line 223/229).,unknown (not found),live,"yes — pure in-game policy logic, no external data lookup","partial (reads the `spread` parameter passed into the simulator call, which may be open or close depending on caller)",2026-09-16
clock_hurry_up,Hurry-up offence,policy_module,spread,server/services/nfl-sim-policy.js,server/services/nfl-sim-policy.js:257,seconds-per-play (running/stopped) when trailing/2-min,in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js),"lead, secondsLeft, noHuddleRate, timeouts",invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive,heuristic,server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness),"test/nfl-drive-sim-clock-rules.test.js (9 tests added FINAL ORDER item 2, pins kneel/clock fixes)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)",none found,unknown (not found),live,"yes — pure in-game policy logic, no external data lookup",n/a,2026-09-16
clock_milking,Clock milking,policy_module,spread,server/services/nfl-sim-policy.js,server/services/nfl-sim-policy.js:257,seconds-per-play (running/stopped) when leading late,in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js),"lead, secondsLeft, noHuddleRate, timeouts",invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive,heuristic,server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness),"test/nfl-drive-sim-clock-rules.test.js (9 tests added FINAL ORDER item 2, pins kneel/clock fixes)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)",none found,unknown (not found),live,"yes — pure in-game policy logic, no external data lookup",n/a,2026-09-16
kneel_down,Kneel-down / victory formation,policy_module,spread,server/services/nfl-sim-policy.js,server/services/nfl-sim-policy.js:314,kneel vs play call,in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js),"lead, secondsLeft, timeouts (opponent's), yard, isHalfEnd, gameSecondsLeft",invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive,rule,server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness),"test/nfl-drive-sim-clock-rules.test.js (9 tests added FINAL ORDER item 2, pins kneel/clock fixes)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","F01-3 FIXED: line 335 `const kneelable = 40 + (3 - oppTimeouts) * 40;` — sign now correct (more opponent timeouts shrink the window), matching 'CORRECTED 2026-09-16' comments. (docs/betting-model/plans/LATEST-PLAN.md FINAL ORDER item 2 / F01-3)",unknown (not found),live,"yes — pure in-game policy logic, no external data lookup",n/a,2026-09-16
timeouts,Timeout allocation,policy_module,spread,server/services/nfl-sim-policy.js,server/services/nfl-sim-policy.js:360,spend vs hold timeout,in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js),"lead, secondsLeft, timeouts, onDefense",invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive,rule,server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness),unknown (not found),"unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)",none found,unknown (not found),live,"yes — pure in-game policy logic, no external data lookup",n/a,2026-09-16
prevent_defense,Prevent defence,policy_module,spread,server/services/nfl-sim-policy.js,server/services/nfl-sim-policy.js:384,"prevent-defense active/inactive, yards/explosive multipliers",in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js),"lead, secondsLeft, oppYard",invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive,rule,server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness),unknown (not found),"unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)",none found,unknown (not found),live,"yes — pure in-game policy logic, no external data lookup",n/a,2026-09-16
field_goal_range,Field-goal range,policy_module,spread,server/services/nfl-sim-policy.js,server/services/nfl-sim-policy.js:408,"kick vs go call, computed break-even FG distance",in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js),"yard, toGo, lead, secondsLeft, windPenalty",invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive,rule,server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness),unknown (not found),"unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)",none found,unknown (not found),live,"yes — pure in-game policy logic, no external data lookup","partial (reads the `spread` parameter passed into the simulator call, which may be open or close depending on caller)",2026-09-16
no_mans_land,No man's land fourth downs,policy_module,spread,server/services/nfl-sim-policy.js,server/services/nfl-sim-policy.js:431,go vs punt in 35-40 yd band,in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js),"yard, toGo, ep() surface",invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive,rule,server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness),unknown (not found),"unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)",none found,unknown (not found),live,"yes — pure in-game policy logic, no external data lookup",n/a,2026-09-16
game_script,Game-script play calling,policy_module,spread,server/services/nfl-sim-policy.js,server/services/nfl-sim-policy.js:453,pass rate given lead/clock,in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js),"lead, secondsLeft, rates.off_{neutral,leading,trailing}_pass_rate",invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive,heuristic,server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness),unknown (not found),"unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)",none found,unknown (not found),live,"yes — pure in-game policy logic, no external data lookup",n/a,2026-09-16
minimax_lean,Minimax under-passing lean,policy_module,spread,server/services/nfl-sim-policy.js,server/services/nfl-sim-policy.js:485,small pass-rate adjustment (±3pt cap),in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js),"rates.off_pass_epa_per_play, rates.off_rush_epa_per_play, enabled",invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive,heuristic,server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness),unknown (not found),"unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)",none found,unknown (not found),live,"yes — pure in-game policy logic, no external data lookup",n/a,2026-09-16
